,date,province,price
657,2010-04-09,Punjab,1030.0
658,2010-04-10,Punjab,1019.4952380952382
659,2010-04-11,Punjab,932.1999999999999
660,2010-04-12,Punjab,924.2470588235294
661,2010-04-13,Punjab,746.0666666666667
662,2010-04-14,Punjab,751.975
663,2010-04-15,Punjab,748.8285714285714
664,2010-04-16,Punjab,810.0
665,2010-04-17,Punjab,762.3666666666667
666,2010-04-19,Punjab,766.3777777777777
667,2010-04-20,Punjab,758.425
668,2010-04-21,Punjab,800.9
669,2010-04-22,Punjab,753.4857142857143
670,2010-04-23,Punjab,810.0
671,2010-04-26,Punjab,774.088888888889
672,2010-04-27,Punjab,768.4857142857143
673,2010-04-28,Punjab,770.4888888888888
674,2010-04-29,Punjab,746.475
675,2010-04-30,Punjab,828.1
